141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06:13.086,0.167,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06:13.755,0.19,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06:13.919,0.252,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06:14.107,0.286,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06:15.223,0.312,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06:15.706,0.357,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06:16.626,0.347,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06,16.626,0.347,70.06:16.817,0.393,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06,16.626,0.347,70.06,16.817,0.393,70.06:17.088,0.464,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06,16.626,0.347,70.06,16.817,0.393,70.06,17.088,0.464,70.06:16.807,0.504,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06,16.626,0.347,70.06,16.817,0.393,70.06,17.088,0.464,70.06,16.807,0.504,70.06:18.877,0.507,70.06
141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,141.634,0.358,70.06,0.017,0.0,70.06,0.031,0.0,70.06,0.038,0.0,70.06,0.055,0.0,70.06,0.088,0.0,70.06,0.114,0.0,70.06,0.14,0.0,70.06,0.131,0.0,70.06,0.245,0.0,70.06,0.316,0.0,70.06,0.424,0.0,70.06,0.481,0.0,70.06,0.531,0.0,70.06,0.809,0.0,70.06,1.171,0.0,70.06,1.411,0.0,70.06,1.849,0.0,70.06,2.303,0.002,70.06,2.253,0.002,70.06,2.394,0.005,70.06,2.198,0.007,70.06,1.901,0.012,70.06,1.597,0.012,70.06,1.273,0.012,70.06,0.797,0.019,70.06,0.947,0.019,70.06,0.892,0.021,70.06,0.857,0.021,70.06,0.942,0.019,70.06,1.106,0.031,70.06,1.123,0.031,70.06,1.185,0.036,70.06,1.054,0.038,70.06,1.232,0.033,70.06,1.394,0.036,70.06,1.585,0.033,70.06,1.573,0.038,70.06,1.597,0.071,70.06,1.856,0.062,70.06,2.394,0.064,70.06,2.344,0.069,70.06,2.446,0.074,70.06,2.498,0.074,70.06,2.686,0.074,70.06,3.207,0.064,70.06,3.419,0.069,70.06,3.157,0.081,70.06,3.302,0.079,70.06,3.552,0.076,70.06,3.643,0.083,70.06,4.08,0.09,70.06,4.031,0.067,70.06,4.119,0.088,70.06,4.699,0.088,70.06,5.322,0.105,70.06,5.775,0.114,70.06,6.129,0.131,70.06,5.848,0.119,70.06,6.15,0.138,70.06,7.005,0.148,70.06,7.338,0.15,70.06,7.69,0.15,70.06,8.166,0.162,70.06,8.989,0.138,70.06,10.15,0.157,70.06,10.723,0.183,70.06,11.014,0.164,70.06,11.742,0.178,70.06,13.086,0.167,70.06,13.755,0.19,70.06,13.919,0.252,70.06,14.107,0.286,70.06,15.223,0.312,70.06,15.706,0.357,70.06,16.626,0.347,70.06,16.817,0.393,70.06,17.088,0.464,70.06,16.807,0.504,70.06,18.877,0.507,70.06:19.667,0.495,70.06
